Date,Close,High,Low,Open,Volume
2015-12-23,206.02,206.07,204.58,204.69,110987228
2015-12-24,205.68,206.33,205.42,205.72,48542150
2015-12-28,205.21,205.26,203.94,204.86,65899939
2015-12-29,207.4,207.79,206.47,206.51,92640672
2015-12-30,205.93,207.21,205.76,207.11,63317679
2015-12-31,203.87,205.89,203.87,205.13,114877859
2016-01-04,201.02,201.03,198.59,200.49,222353500
2016-01-05,201.36,201.9,200.05,201.4,110845800
2016-01-06,198.82,200.06,197.6,198.34,152112600
2016-01-07,194.05,197.44,193.59,195.33,213436100
2016-01-08,191.92,195.85,191.58,195.19,209817200
2016-01-11,192.11,193.41,189.82,193.01,187941300
2016-01-12,193.66,194.55,191.14,193.82,172330500
2016-01-13,188.83,194.86,188.38,194.45,221168900
2016-01-14,191.93,193.26,187.66,189.55,240795600
2016-01-15,187.81,188.76,185.52,186.77,314240200
2016-01-19,188.06,190.11,186.2,189.96,195244400
2016-01-20,185.65,187.5,181.02,185.03,286547800
2016-01-21,186.69,188.87,184.64,186.21,195772900
2016-01-22,190.52,190.76,188.88,189.78,168319600
2016-01-25,187.64,190.15,187.41,189.92,130371700
2016-01-26,190.2,190.53,188.02,188.42,141036800
2016-01-27,188.13,191.56,187.06,189.58,185681700
2016-01-28,189.11,190.2,187.16,189.96,143798800
2016-01-29,193.72,193.88,189.88,190.02,210529300
2016-02-01,193.65,194.58,191.84,192.53,136061600
2016-02-02,190.16,191.97,189.54,191.96,182564900
2016-02-03,191.3,191.78,187.1,191.41,205054900
2016-02-04,191.6,192.75,189.96,190.71,139531800
2016-02-05,187.95,191.67,187.2,190.99,180788300
2016-02-08,185.42,186.12,182.8,185.77,191526700
2016-02-09,185.43,186.94,183.2,183.36,184513100
2016-02-10,185.27,188.34,185.12,186.41,148214100
2016-02-11,182.86,184.1,181.09,182.34,219058900
2016-02-12,186.63,186.65,183.96,184.96,127632400
2016-02-16,189.78,189.81,187.63,188.77,120250700
2016-02-17,192.88,193.32,191.01,191.16,136009500
2016-02-18,192.09,193.27,191.72,193.2,102343000
2016-02-19,192.0,192.18,190.45,191.17,114793000
2016-02-22,194.78,194.95,193.79,193.87,103640300
2016-02-23,192.32,194.32,192.18,194.0,111455300
2016-02-24,193.2,193.53,189.32,190.63,150812200
2016-02-25,195.54,195.55,192.83,193.73,110728300
2016-02-26,195.09,196.68,194.9,196.57,129833700
2016-02-29,193.56,196.23,193.33,195.11,125918100
2016-03-01,198.11,198.21,194.45,195.01,141799700
2016-03-02,199.0,199.06,197.25,197.74,102415000
2016-03-03,199.78,199.8,198.11,198.79,95172200
2016-03-04,200.43,201.35,199.03,200.01,129293600
2016-03-07,200.59,201.07,199.25,199.34,100219000
2016-03-08,198.4,199.92,198.21,199.32,123974900
2016-03-09,199.38,199.79,198.43,199.36,94801200
