Simulación 1,Simulación 2
600.2522833864424,602.5322532368144
610.894139001328,598.5787469906029
611.7797597879384,621.3298722742285
605.5918733722284,602.2179795564425
603.9149916787318,603.0647361268333
594.952523315218,599.7781276711364
589.9257435937112,602.0474293572631
589.3973959326887,600.0206476484105
595.2597022162958,594.272533224197
605.128331290822,591.7898488178511
