Simulación 1,Simulación 2
400.2017809317131,399.46729817827975
401.4270845713958,402.59857781101863
402.52208061624833,397.06164180960735
401.2167018784215,399.72354964150685
404.332043359481,405.3235201156367
403.7022889418193,407.75240461063777
401.94727121812406,406.17546482264163
400.3995515381378,399.5243912108754
394.09711906108765,403.28338812993616
392.8863352219058,403.10394680891744
