Date,Close,High,Low,Open,Volume
2018-02-16,2732.22,2754.42,2725.11,2727.14,3646920000
2018-02-20,2716.26,2737.6,2706.76,2722.99,3646920000
2018-02-21,2701.33,2747.75,2701.29,2720.53,3789040000
2018-02-22,2703.96,2731.26,2697.77,2710.42,3720620000
2018-02-23,2747.3,2747.76,2713.74,2715.8,3200360000
2018-02-26,2779.6,2780.64,2753.78,2757.37,3436590000
2018-02-27,2744.28,2789.15,2744.22,2780.45,3752070000
2018-02-28,2713.83,2761.52,2713.54,2753.78,4244570000
2018-03-01,2677.67,2730.89,2659.65,2715.22,4514490000
2018-03-02,2691.25,2696.25,2647.32,2658.89,3891250000
2018-03-05,2720.94,2728.09,2675.75,2681.06,3733640000
2018-03-06,2728.12,2732.08,2711.26,2730.18,3389030000
2018-03-07,2726.8,2730.6,2701.74,2710.18,3406690000
2018-03-08,2738.97,2740.45,2722.65,2732.75,3206040000
2018-03-09,2786.57,2786.57,2751.54,2752.91,3376870000
2018-03-12,2783.02,2796.98,2779.26,2790.54,3216960000
2018-03-13,2765.31,2801.9,2758.68,2792.31,3324290000
2018-03-14,2749.48,2777.11,2744.38,2774.06,3394630000
2018-03-15,2747.33,2763.03,2741.47,2754.27,3543710000
2018-03-16,2752.01,2761.85,2749.97,2750.57,5429140000
2018-03-19,2712.92,2741.38,2694.59,2741.38,3327460000
2018-03-20,2716.94,2724.22,2710.05,2715.05,3272590000
2018-03-21,2711.93,2739.14,2709.79,2714.99,3434780000
2018-03-22,2643.69,2695.68,2641.59,2691.36,3765460000
2018-03-23,2588.26,2657.67,2585.89,2646.71,3829380000
2018-03-26,2658.55,2661.36,2601.81,2619.35,3538080000
2018-03-27,2612.62,2674.78,2596.12,2667.57,3761320000
2018-03-28,2605.0,2632.65,2593.06,2611.3,3875720000
2018-03-29,2640.87,2659.07,2609.72,2614.41,3572360000
2018-04-02,2581.88,2638.3,2553.8,2633.45,3635780000
2018-04-03,2614.45,2619.14,2575.49,2592.17,3395840000
2018-04-04,2644.69,2649.86,2573.61,2584.04,3369230000
2018-04-05,2662.84,2672.08,2649.58,2657.36,3230430000
2018-04-06,2604.47,2656.88,2586.27,2645.82,3312390000
2018-04-09,2613.16,2653.55,2610.79,2617.18,3076140000
2018-04-10,2656.87,2665.45,2635.78,2638.41,3579130000
2018-04-11,2642.19,2661.43,2639.25,2643.89,3054520000
2018-04-12,2663.99,2674.72,2653.83,2653.83,3045330000
2018-04-13,2656.3,2680.26,2645.05,2676.9,2988540000
2018-04-16,2677.84,2686.49,2665.16,2670.1,3020740000
2018-04-17,2706.39,2713.34,2692.05,2692.74,3286190000
2018-04-18,2708.64,2717.49,2703.63,2710.11,3412030000
2018-04-19,2693.13,2702.84,2681.9,2701.16,3375120000
2018-04-20,2670.14,2693.94,2660.61,2692.56,3428260000
2018-04-23,2670.29,2682.86,2657.99,2675.4,3030390000
2018-04-24,2634.56,2683.55,2617.32,2680.8,3716020000
2018-04-25,2639.4,2645.3,2612.67,2634.92,3563680000
2018-04-26,2666.94,2676.48,2647.16,2651.65,3690920000
2018-04-27,2669.91,2677.35,2659.01,2675.47,3234510000
2018-04-30,2648.05,2682.87,2648.04,2682.51,3749510000
2018-05-01,2654.8,2655.27,2625.41,2642.96,3562820000
2018-05-02,2635.67,2660.87,2631.7,2654.24,4047020000
2018-05-03,2629.73,2637.14,2594.62,2628.08,3867530000
2018-05-04,2663.42,2670.93,2615.32,2621.45,3335260000
2018-05-07,2672.63,2683.35,2664.7,2680.34,3266810000
2018-05-08,2671.92,2676.34,2655.2,2670.26,3745100000
2018-05-09,2697.79,2701.27,2674.14,2678.12,3913650000
2018-05-10,2723.07,2726.11,2704.54,2705.02,3380640000
2018-05-11,2727.72,2732.86,2717.45,2722.7,2874850000
2018-05-14,2730.13,2742.1,2725.47,2738.47,2994360000
2018-05-15,2711.45,2718.59,2701.91,2718.59,3291190000
2018-05-16,2722.46,2727.76,2712.17,2712.62,3248480000
2018-05-17,2720.13,2731.96,2711.36,2719.71,3478150000
2018-05-18,2712.97,2719.5,2709.18,2717.35,3383270000
2018-05-21,2733.01,2739.19,2725.7,2735.39,3053480000
2018-05-22,2724.44,2742.24,2721.88,2738.34,3384140000
2018-05-23,2733.29,2733.33,2709.54,2713.98,3333160000
2018-05-24,2727.76,2731.97,2707.38,2730.94,3285750000
2018-05-25,2721.33,2727.36,2714.99,2723.6,3015260000
2018-05-29,2689.86,2710.67,2676.81,2705.11,3743310000
2018-05-30,2724.01,2729.34,2702.43,2702.43,3566490000
2018-05-31,2705.27,2722.5,2700.68,2720.98,4241100000
2018-06-01,2734.62,2736.93,2718.7,2718.7,3694310000
2018-06-04,2746.87,2749.16,2740.54,2741.67,3410090000
2018-06-05,2748.8,2752.61,2739.51,2748.46,3523550000
2018-06-06,2772.35,2772.39,2748.46,2753.25,3662780000
2018-06-07,2770.37,2779.9,2760.16,2774.84,3742080000
2018-06-08,2779.03,2779.39,2763.59,2765.84,3138850000
2018-06-11,2782.0,2790.21,2780.17,2780.18,3262130000
2018-06-12,2786.85,2789.8,2778.78,2785.6,3435700000
2018-06-13,2775.63,2791.47,2774.65,2787.94,3820770000
2018-06-14,2782.49,2789.06,2776.52,2783.21,3540930000
2018-06-15,2779.66,2782.81,2761.73,2777.78,5451990000
2018-06-18,2773.75,2774.99,2757.12,2765.79,3316120000
2018-06-19,2762.59,2765.05,2743.19,2752.01,3671160000
2018-06-20,2767.32,2774.86,2763.91,2769.73,3332140000
2018-06-21,2749.76,2769.28,2744.39,2769.28,3336580000
2018-06-22,2754.88,2764.17,2752.68,2760.79,5468110000
2018-06-25,2717.07,2742.94,2698.67,2742.94,3663280000
2018-06-26,2723.06,2732.91,2715.6,2722.12,3568900000
2018-06-27,2699.63,2746.09,2699.38,2728.45,3803990000
2018-06-28,2716.31,2724.34,2691.99,2698.69,3461100000
2018-06-29,2718.37,2743.26,2718.03,2727.13,3586800000
2018-07-02,2726.71,2727.26,2698.95,2704.95,3095040000
2018-07-03,2713.22,2736.58,2711.16,2733.27,1911460000
2018-07-05,2736.61,2737.83,2716.02,2724.19,2980160000
2018-07-06,2759.82,2764.41,2733.52,2737.68,2590250000
2018-07-09,2784.17,2784.65,2770.73,2775.62,3070060000
2018-07-10,2793.84,2795.58,2786.24,2788.56,3080140000
2018-07-11,2774.02,2785.91,2770.77,2779.82,2986180000
2018-07-12,2798.29,2799.22,2781.53,2783.14,2834230000
2018-07-13,2801.31,2804.53,2791.69,2796.93,2619790000
2018-07-16,2798.43,2801.19,2793.39,2797.36,2819860000
2018-07-17,2809.55,2814.19,2789.24,2789.34,3064920000
2018-07-18,2815.62,2816.76,2805.89,2811.35,3111560000
2018-07-19,2804.49,2812.05,2799.77,2809.37,3278360000
2018-07-20,2801.83,2809.7,2800.01,2804.55,3243250000
2018-07-23,2806.98,2808.61,2795.14,2799.17,2928490000
2018-07-24,2820.4,2829.99,2811.12,2820.68,3430410000
2018-07-25,2846.07,2848.03,2817.73,2817.73,3584400000
2018-07-26,2837.44,2845.57,2835.26,2835.49,3667290000
2018-07-27,2818.82,2843.17,2808.34,2842.35,3434370000
2018-07-30,2802.6,2821.74,2798.11,2819.0,3261190000
2018-07-31,2816.29,2824.46,2808.06,2809.73,3906890000
2018-08-01,2813.36,2825.83,2805.85,2821.17,3501350000
2018-08-02,2827.22,2829.91,2796.34,2800.48,3501380000
2018-08-03,2840.35,2840.38,2827.37,2829.62,3043690000
2018-08-06,2850.4,2853.29,2835.98,2840.29,2879020000
2018-08-07,2858.45,2863.43,2855.92,2855.92,3185440000
2018-08-08,2857.7,2862.44,2853.09,2856.79,2978070000
2018-08-09,2853.58,2862.48,2851.98,2857.19,3066180000
2018-08-10,2833.28,2842.2,2825.81,2838.9,3265590000
2018-08-13,2821.93,2843.4,2819.88,2835.46,3173630000
2018-08-14,2839.96,2843.11,2826.58,2827.88,2986500000
2018-08-15,2818.37,2827.95,2802.49,2827.95,3656680000
2018-08-16,2840.69,2850.49,2831.44,2831.44,3232000000
2018-08-17,2850.13,2855.63,2833.73,2838.32,3037640000
2018-08-20,2857.05,2859.76,2850.62,2853.93,2757150000
2018-08-21,2862.96,2873.23,2861.32,2861.51,3174010000
2018-08-22,2861.82,2867.54,2856.05,2860.99,2701250000
2018-08-23,2856.98,2868.78,2854.03,2860.29,2724450000
2018-08-24,2874.69,2876.16,2862.35,2862.35,2603010000
2018-08-27,2896.74,2898.25,2884.69,2884.69,2865070000
2018-08-28,2897.52,2903.77,2893.5,2901.45,2687770000
2018-08-29,2914.04,2916.5,2898.4,2900.62,2805520000
2018-08-30,2901.13,2912.46,2895.22,2908.94,2810450000
2018-08-31,2901.52,2906.32,2891.73,2898.37,2887220000
2018-09-04,2896.72,2900.18,2885.13,2896.96,3087420000
2018-09-05,2888.6,2894.21,2876.92,2891.59,3248780000
2018-09-06,2878.05,2892.05,2867.29,2888.64,3144240000
2018-09-07,2871.68,2883.81,2864.12,2868.26,2976580000
2018-09-10,2877.13,2886.93,2875.94,2881.39,2751100000
2018-09-11,2887.89,2892.52,2866.78,2871.57,2904500000
2018-09-12,2888.92,2894.65,2879.2,2888.29,3341280000
2018-09-13,2904.18,2906.76,2896.39,2896.85,3274090000
2018-09-14,2904.98,2908.3,2895.77,2906.38,3179410000
2018-09-17,2888.8,2904.65,2886.16,2903.83,2967980000
2018-09-18,2904.31,2911.17,2890.43,2890.74,3091190000
2018-09-19,2907.95,2912.36,2903.82,2906.6,3302460000
2018-09-20,2930.75,2934.8,2919.73,2919.73,3406520000
2018-09-21,2929.67,2940.91,2927.11,2936.76,5652470000
2018-09-24,2919.37,2923.79,2912.63,2921.83,3392030000
2018-09-25,2915.56,2923.95,2913.7,2921.75,3330880000
2018-09-26,2905.97,2931.15,2903.28,2916.98,3417540000
2018-09-27,2914.0,2927.22,2909.27,2911.65,3101360000
2018-09-28,2913.98,2920.53,2907.5,2910.03,3461680000
2018-10-01,2924.59,2937.06,2917.91,2926.29,3375890000
2018-10-02,2923.43,2931.42,2919.37,2923.8,3432620000
2018-10-03,2925.51,2939.86,2921.36,2931.69,3625510000
2018-10-04,2901.61,2919.78,2883.92,2919.35,3510370000
2018-10-05,2885.57,2909.64,2869.29,2902.54,3340820000
2018-10-08,2884.43,2889.45,2862.08,2877.53,3381820000
2018-10-09,2880.34,2894.83,2874.27,2882.51,3531690000
2018-10-10,2785.68,2874.02,2784.86,2873.9,4554260000
2018-10-11,2728.37,2795.14,2710.51,2776.87,4914090000
2018-10-12,2767.13,2775.77,2729.44,2770.54,4024010000
2018-10-15,2750.79,2775.99,2749.03,2763.83,3327160000
2018-10-16,2809.92,2813.46,2766.91,2767.05,3460260000
2018-10-17,2809.21,2816.94,2781.81,2811.67,3347090000
2018-10-18,2768.78,2806.04,2755.18,2802.0,3639300000
2018-10-19,2767.78,2797.77,2760.27,2775.66,3593940000
2018-10-22,2755.88,2778.94,2749.22,2773.94,3331270000
2018-10-23,2740.69,2753.59,2691.43,2721.03,4373710000
2018-10-24,2656.1,2742.59,2651.89,2737.87,4738670000
2018-10-25,2705.57,2722.7,2667.84,2674.88,4663930000
2018-10-26,2658.69,2692.38,2628.16,2667.86,4804330000
2018-10-29,2641.25,2706.85,2603.54,2682.65,4701260000
2018-10-30,2682.63,2685.43,2635.34,2640.68,5125600000
2018-10-31,2711.74,2736.69,2705.6,2705.6,5133380000
2018-11-01,2740.37,2741.67,2708.85,2717.58,4730250000
2018-11-02,2723.06,2756.55,2700.44,2745.45,4261230000
2018-11-05,2738.31,2744.27,2717.94,2726.37,3650910000
2018-11-06,2755.45,2756.82,2737.08,2738.4,3543800000
2018-11-07,2813.89,2815.15,2774.13,2774.13,3929080000
2018-11-08,2806.83,2814.75,2794.99,2806.38,3673550000
2018-11-09,2781.01,2794.1,2764.24,2794.1,4029030000
2018-11-12,2726.22,2775.99,2722.0,2773.93,3701570000
2018-11-13,2722.18,2754.6,2714.98,2730.05,4112820000
2018-11-14,2701.58,2746.8,2685.75,2737.9,4449060000
2018-11-15,2730.2,2735.38,2670.75,2693.52,4204960000
2018-11-16,2736.27,2746.75,2712.16,2718.54,3996970000
2018-11-19,2690.73,2733.16,2681.09,2730.74,3806940000
2018-11-20,2641.89,2669.44,2631.52,2654.6,4370820000
2018-11-21,2649.93,2670.73,2649.82,2657.74,3237400000
2018-11-23,2632.56,2647.55,2631.09,2633.36,1651680000
2018-11-26,2673.45,2674.35,2649.97,2649.97,3523520000
2018-11-27,2682.17,2682.53,2655.89,2663.75,3494380000
2018-11-28,2743.79,2744.0,2684.38,2691.45,3984540000
2018-11-29,2737.8,2753.75,2722.94,2736.97,3599200000
2018-11-30,2760.17,2760.88,2732.76,2737.76,4668310000
2018-12-03,2790.37,2800.18,2773.38,2790.5,4221580000
2018-12-04,2700.06,2785.93,2697.18,2782.43,4515710000
2018-12-06,2695.95,2696.15,2621.53,2663.51,5180430000
2018-12-07,2633.08,2708.54,2623.14,2691.26,4242240000
2018-12-10,2637.72,2647.51,2583.23,2630.86,4162880000
2018-12-11,2636.78,2674.35,2621.3,2664.44,3963440000
2018-12-12,2651.07,2685.44,2650.26,2658.23,4029300000
2018-12-13,2650.54,2670.19,2637.27,2658.7,3978340000
2018-12-14,2599.95,2635.07,2593.84,2629.68,4064370000
2018-12-17,2545.94,2601.13,2530.54,2590.75,4661420000
2018-12-18,2546.16,2573.99,2528.71,2559.9,4519190000
2018-12-19,2506.96,2585.29,2488.96,2547.05,5152830000
2018-12-20,2467.42,2509.63,2441.18,2496.77,5619780000
2018-12-21,2416.62,2504.41,2408.55,2465.38,7657890000
