Date,Close,High,Low,Open,Volume
2018-03-09,278.87,278.87,275.34,275.7,113625335
2018-03-12,278.52,279.91,278.08,279.2,71924793
2018-03-13,276.72,280.41,276.03,279.84,91968937
2018-03-14,275.3,278.02,274.67,277.81,105895079
2018-03-15,275.0,276.61,274.43,275.88,83433038
2018-03-16,274.2,275.39,274.14,274.5,100343673
2018-03-19,270.49,274.4,268.62,273.35,109208442
2018-03-20,270.95,271.67,270.18,270.94,59757271
2018-03-21,270.43,273.27,270.19,270.9,78709578
2018-03-22,263.67,268.87,263.36,267.91,148785916
2018-03-23,258.05,264.54,257.83,264.17,183534751
2018-03-26,265.11,265.43,259.41,262.13,141956102
2018-03-27,260.6,266.77,258.84,266.17,129941445
2018-03-28,259.83,262.64,258.58,260.75,146452306
2018-03-29,263.15,265.26,259.84,261.12,124244790
2018-04-02,257.47,263.13,254.67,262.55,186286343
2018-04-03,260.77,261.31,256.84,258.87,119956861
2018-04-04,263.56,264.36,256.6,256.75,123715339
2018-04-05,265.64,266.64,264.32,265.55,82652618
2018-04-06,259.72,265.11,258.0,263.42,179521209
2018-04-09,261.0,264.84,259.94,261.37,105442932
2018-04-10,265.15,266.04,262.98,264.27,105573736
2018-04-11,263.76,265.64,263.39,263.47,91140243
2018-04-12,265.93,267.0,265.06,265.26,68890480
2018-04-13,265.15,267.54,264.01,267.41,85079176
2018-04-16,267.33,268.2,266.07,267.0,63405287
2018-04-17,270.19,270.87,268.75,269.33,64682036
2018-04-18,270.39,271.3,269.87,270.69,57303857
2018-04-19,268.89,269.88,267.72,269.65,77655909
2018-04-20,266.61,269.06,265.61,268.81,99953133
2018-04-23,266.57,267.89,265.35,267.26,65557954
2018-04-24,262.98,267.98,261.28,267.73,112885452
2018-04-25,263.63,264.13,260.85,262.91,103756753
2018-04-26,266.31,267.25,264.29,264.79,67731942
2018-04-27,266.56,267.34,265.5,267.0,57053647
2018-04-30,264.51,267.89,264.43,267.26,82182324
2018-05-01,264.98,265.1,262.11,263.87,74203365
2018-05-02,263.2,265.68,262.76,264.76,86368943
2018-05-03,262.62,263.36,259.05,262.26,136311479
2018-05-04,266.02,266.79,261.15,261.52,91222075
2018-05-07,266.92,268.02,266.11,266.89,55304907
2018-05-08,266.92,267.33,265.15,266.5,67499247
2018-05-09,269.5,269.87,267.09,267.68,59666143
2018-05-10,272.02,272.39,270.22,270.34,72063931
2018-05-11,272.85,273.15,271.58,272.16,59871511
2018-05-14,272.98,274.08,272.36,273.34,54790606
2018-05-15,271.1,271.61,270.03,271.59,87036136
2018-05-16,272.24,272.76,271.11,271.14,53942631
2018-05-17,272.01,273.23,271.13,271.94,56536400
2018-05-18,271.33,272.03,270.93,271.62,64367959
2018-05-21,273.37,273.98,272.57,273.01,58025875
2018-05-22,272.61,274.25,272.24,273.96,52966358
2018-05-23,273.36,273.39,270.99,271.17,64694184
2018-05-24,272.8,273.22,270.78,272.91,76043827
2018-05-25,272.15,272.86,271.58,272.15,56374755
2018-05-29,269.02,271.17,267.76,270.31,115908607
2018-05-30,272.61,273.11,270.42,270.5,69678449
2018-05-31,270.94,272.49,270.26,272.15,93519941
2018-06-01,273.6,273.94,272.33,272.41,71258411
2018-06-04,274.9,275.19,274.26,274.53,45385166
2018-06-05,275.1,275.53,274.18,275.05,51135038
2018-06-06,277.4,277.52,275.09,275.79,62732215
2018-06-07,277.37,278.28,276.34,277.95,72969402
2018-06-08,278.19,278.25,276.66,276.85,72139719
2018-06-11,278.56,279.37,278.31,278.44,58892515
2018-06-12,278.92,279.33,278.19,279.03,72329028
2018-06-13,278.03,279.48,277.8,279.19,79070610
2018-06-14,278.73,279.33,278.06,279.01,77097620
2018-06-15,277.13,277.51,275.35,276.6,120041562
2018-06-18,276.56,276.7,274.95,275.49,52917581
2018-06-19,275.5,275.75,273.53,274.0,97531510
2018-06-20,275.97,276.72,275.59,276.27,53785486
2018-06-21,274.24,275.98,273.68,275.96,71061404
2018-06-22,274.74,275.79,274.49,275.66,56612003
2018-06-25,271.0,273.62,269.1,273.44,137854162
2018-06-26,271.6,272.56,270.79,271.64,68683211
2018-06-27,269.35,273.87,269.18,272.26,104960655
2018-06-28,270.89,271.75,268.49,269.29,76650517
2018-06-29,271.28,273.66,271.15,272.12,97592499
2018-07-02,271.86,272.04,269.24,269.51,63554774
2018-07-03,270.9,272.98,270.42,272.87,42187071
2018-07-05,273.11,273.18,270.96,272.17,56925919
2018-07-06,275.42,275.84,272.71,273.14,66493696
2018-07-09,277.9,277.96,276.5,276.55,50550399
2018-07-10,278.9,279.01,278.08,278.41,51966829
2018-07-11,276.86,278.04,276.52,277.15,77054739
2018-07-12,279.37,279.43,277.6,278.28,60124687
2018-07-13,279.59,279.93,278.66,279.17,48234964
2018-07-16,279.34,279.8,278.84,279.64,48201038
2018-07-17,280.47,280.91,278.41,278.47,52315500
2018-07-18,281.06,281.18,280.06,280.56,44593465
2018-07-19,280.0,280.74,279.46,280.31,61412117
2018-07-20,279.68,280.48,279.5,279.77,82372729
2018-07-23,280.2,280.43,279.06,279.45,47047565
2018-07-24,281.61,282.56,280.63,281.79,68026935
2018-07-25,284.01,284.37,281.28,281.33,78882927
2018-07-26,283.34,284.11,283.09,283.2,57919495
2018-07-27,281.42,283.82,280.38,283.71,76783177
2018-07-30,279.95,281.69,279.36,281.51,63742508
2018-07-31,281.33,282.02,280.38,280.81,68570493
2018-08-01,280.86,282.13,280.13,281.56,53853326
2018-08-02,282.39,282.58,279.16,279.39,63426363
2018-08-03,283.6,283.66,282.33,282.53,53935386
2018-08-06,284.64,284.99,283.2,283.64,39400887
2018-08-07,285.58,286.01,285.24,285.39,43196646
2018-08-08,285.46,285.91,284.94,285.39,42114551
2018-08-09,285.07,285.97,284.92,285.53,35716976
2018-08-10,283.16,284.06,282.36,283.45,77076044
2018-08-13,282.1,284.16,281.77,283.47,65732909
2018-08-14,283.9,284.17,282.48,282.92,43842031
2018-08-15,281.78,282.54,280.16,282.38,102925355
2018-08-16,284.06,285.04,283.36,283.4,69967919
2018-08-17,285.06,285.56,283.37,283.83,65618481
2018-08-20,285.67,285.97,285.06,285.57,39807490
2018-08-21,286.34,287.31,285.71,286.25,67271983
2018-08-22,286.17,286.76,285.58,285.88,44993333
2018-08-23,285.79,286.94,285.43,285.97,49204851
2018-08-24,287.51,287.67,286.38,286.44,57487399
2018-08-27,289.78,289.9,288.68,288.86,57072377
2018-08-28,289.92,290.42,289.4,290.3,46943472
2018-08-29,291.48,291.74,289.89,290.16,61485514
2018-08-30,290.3,291.36,289.63,290.94,61229501
2018-08-31,290.31,290.81,289.29,289.84,66140838
2018-09-04,289.81,290.21,288.68,289.84,57594367
2018-09-05,289.03,289.64,287.89,289.41,72452437
2018-09-06,288.16,289.49,287.0,289.15,65909863
2018-09-07,287.6,288.7,286.71,286.98,73524824
2018-09-10,288.1,289.04,287.88,288.74,50191113
2018-09-11,289.05,289.55,286.98,287.37,50530492
2018-09-12,289.12,289.8,288.23,289.06,59810758
2018-09-13,290.83,291.04,290.0,290.32,51034222
2018-09-14,290.88,291.27,290.0,291.06,55079875
2018-09-17,289.34,290.86,289.03,290.82,68244043
2018-09-18,290.91,291.58,289.55,289.58,61930407
2018-09-19,291.22,291.69,290.83,290.97,49080562
2018-09-20,293.58,293.94,291.24,292.64,100360646
2018-09-21,291.99,293.22,291.81,293.09,105479656
2018-09-24,291.02,291.5,290.37,291.34,53409645
2018-09-25,290.75,291.65,290.48,291.53,44370037
2018-09-26,289.88,292.24,289.41,290.91,79739674
2018-09-27,290.69,291.91,290.1,290.41,59249455
2018-09-28,290.72,291.28,289.95,289.99,70091385
2018-10-01,291.73,292.93,290.98,292.11,62078937
2018-10-02,291.56,292.36,291.14,291.56,47258227
2018-10-03,291.72,293.21,291.32,292.74,64694594
2018-10-04,289.44,291.24,287.66,291.18,111545910
2018-10-05,287.82,290.27,286.22,289.69,105951698
2018-10-08,287.82,288.22,285.5,287.05,87742172
2018-10-09,287.4,288.86,286.77,287.39,74338982
2018-10-10,278.3,286.91,277.88,286.83,214731042
2018-10-11,272.17,278.9,270.36,277.08,274840491
2018-10-12,275.95,277.09,272.37,276.77,183186492
2018-10-15,274.4,277.04,274.3,275.55,102263717
2018-10-16,280.4,280.82,276.07,276.6,118255834
2018-10-17,280.45,281.15,277.56,280.44,110625987
2018-10-18,276.4,280.07,274.97,279.4,134557525
2018-10-19,276.25,279.3,275.47,277.13,139901634
2018-10-22,275.01,277.36,274.41,277.0,82415812
2018-10-23,273.61,274.87,268.61,270.95,146352719
2018-10-24,265.32,273.76,264.7,273.33,177806697
2018-10-25,270.08,271.81,266.23,267.38,138061545
2018-10-26,265.33,271.0,262.29,265.92,201574596
2018-10-29,263.86,270.25,259.85,268.8,160749101
2018-10-30,267.77,268.12,263.12,263.67,157115995
2018-10-31,270.63,273.23,270.12,270.65,128296325
2018-11-01,273.51,273.73,270.38,271.6,99495037
2018-11-02,271.89,275.23,269.59,274.75,122634107
2018-11-05,273.39,274.01,271.35,272.44,65622482
2018-11-06,275.12,275.3,273.25,273.32,60085894
2018-11-07,281.01,281.1,277.08,277.56,102752099
2018-11-08,280.5,281.22,279.22,280.11,65584886
2018-11-09,277.76,279.24,276.18,279.03,98812561
2018-11-12,272.57,277.46,271.99,277.19,99673574
2018-11-13,272.06,275.33,271.25,273.09,98176610
2018-11-14,270.2,274.61,268.45,274.16,125335931
2018-11-15,273.02,273.54,267.01,268.78,135101437
2018-11-16,273.73,274.75,271.21,271.79,126668040
2018-11-19,269.1,273.38,268.07,273.05,103061706
2018-11-20,264.12,267.0,263.15,265.36,136021311
2018-11-21,265.02,267.15,265.01,265.86,75563743
2018-11-23,263.25,264.82,263.07,263.18,42807878
2018-11-26,267.5,267.75,265.34,265.78,79981362
2018-11-27,268.4,268.4,265.66,266.34,75502441
2018-11-28,274.58,274.58,268.33,269.6,127629633
2018-11-29,273.98,275.55,272.43,273.71,82346420
2018-11-30,275.65,276.28,273.45,273.81,98204190
2018-12-03,279.3,280.4,277.51,280.28,103017719
2018-12-04,270.25,278.85,269.9,278.37,177986013
2018-12-06,269.84,269.97,262.44,265.92,204185411
2018-12-07,263.57,271.22,262.63,269.46,161018923
2018-12-10,264.07,265.16,258.62,263.37,151445885
2018-12-11,264.13,267.87,262.48,267.66,121504431
2018-12-12,265.46,269.0,265.37,267.47,97976706
2018-12-13,265.37,267.49,264.12,266.52,96662717
2018-12-14,260.47,264.03,259.85,262.96,116961071
2018-12-17,255.36,260.65,253.53,259.4,165492257
2018-12-18,255.08,257.95,253.28,257.2,134515094
2018-12-19,251.26,259.4,249.35,255.17,214992763
2018-12-20,247.17,251.62,244.65,249.86,252053377
2018-12-21,240.7,249.71,239.98,246.74,255345633
